row_id,org_raw,org_norm
1005,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1005,enron,Enron
1005,xls,Xls
1005,xls,Xls
1009,doc,Doc
1013,houston pipe,Houston Pipe
1014,"dba garrison , ltd
fyi",Dba Garrison Ltd Fyi
1014,enron,Enron
1014,texas nom,Texas Nom
1014,"dba garrison , ltd",Dba Garrison Ltd
1014,texas nom,Texas Nom
1014,"dba
garrison , ltd .",Dba Garrison Ltd
1014,vance l taylor / hou,Vance L Taylor Hou
1014,enron,Enron
1014,texas nom,Texas Nom
1014,"dba garrison , ltd",Dba Garrison Ltd
1014,texas nom,Texas Nom
1014,"dba
garrison , ltd .",Dba Garrison Ltd
1015,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1019,doc,Doc
1020,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1020,enron,Enron
1020,megan parker / corp / enron,Megan Parker Corp Enron
1020,enron,Enron
1020,nelson ferries / corp / enron @ enron,Nelson Ferries Corp Enron Enron
1020,enron,Enron
1020,ces - duke,Ces - Duke
1020,enron,Enron
1020,megan parker / corp / enron,Megan Parker Corp Enron
1020,enron,Enron
1020,nelson ferries / corp / enron,Nelson Ferries Corp Enron
1020,enron,Enron
1020,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1020,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1020,enron,Enron
1027,"josey ranch nom
l et",Josey Ranch Nom L Et
1027,lauri,Lauri
1027,allen / hou,Allen Hou
1027,enron,Enron
1027,"josey ranch nom
- - - - - - - - - - - - - - - - - - - - - - forwarded",Josey Ranch Nom - - - - - - - - - - - - - - - - - - - - - - Forwarded
1027,josey ranch nom,Josey Ranch Nom
1027,hpl,Hpl
1027,"tx 77056
voice mail",Tx 77056 Voice Mail
1030,enron,Enron
1033,noms,Noms
1033,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1033,noms,Noms
1033,xls,Xls
1033,xls,Xls
1033,xls,Xls
1033,xls,Xls
1036,noms hpl & ena,Noms Hpl & Ena
1036,mike - carthage,Mike - Carthage
1037,"the
cornhusker transaction",The Cornhusker Transaction
1037,"sandi
ext",Sandi Ext
1038,xls,Xls
1038,xls,Xls
1039,txu,Txu
1039,txu,Txu
1039,enron,Enron
1039,el paso,El Paso
1041,hanks / hou,Hanks Hou
1041,lauri,Lauri
1041,allen / hou,Allen Hou
1042,enron,Enron
1045,xls,Xls
1045,xls,Xls
1048,costilla,Costilla
1048,helmrich holloway,Helmrich Holloway
1050,megan parker / corp / enron,Megan Parker Corp Enron
1050,tenaska,Tenaska
1054,teco,Teco
1054,enron,Enron
1055,fidelity investments,Fidelity Investments
1055,university of dallas,University Of Dallas
1056,united oil &,United Oil &
1056,"al
daren j",Al Daren J
1058,texas land &,Texas Land &
1059,enron,Enron
1059,xls,Xls
1059,xls,Xls
1060,valero,Valero
1060,valero,Valero
1061,exxon,Exxon
1061,daren,Daren
1062,microsoft,Microsoft
1062,wtc,Wtc
1063,"scott
starnes",Scott Starnes
1063,parker,Parker
1063,rockwell,Rockwell
1063,fagen,Fagen
1063,pierce,Pierce
1063,"jhune
lucas",Jhune Lucas
1063,vcf,Vcf
1064,doc,Doc
1065,txu,Txu
1065,txu,Txu
1065,doc,Doc
1066,exxon katy,Exxon Katy
1067,kcs,Kcs
1068,megan parker / corp / enron,Megan Parker Corp Enron
1068,enron,Enron
1068,megan parker / corp / enron,Megan Parker Corp Enron
1068,enron,Enron
1068,enron,Enron
1068,megan parker / corp / enron,Megan Parker Corp Enron
1070,redeliveries,Redeliveries
1074,noms,Noms
1074,redeliveries,Redeliveries
1074,lst,Lst
1075,enron capital management,Enron Capital Management
1075,megan parker / corp / enron,Megan Parker Corp Enron
1075,enron,Enron
1075,enron,Enron
1075,"dave
enron north america corp .",Dave Enron North America Corp
1075,enron,Enron
1075,tenaska,Tenaska
1075,apache,Apache
1077,mobil,Mobil
1077,"carthage
gas",Carthage Gas
1077,mobil,Mobil
1078,teco,Teco
1079,txu,Txu
1079,txu,Txu
1079,txu gas distribution & enbridge,Txu Gas Distribution & Enbridge
1079,txu,Txu
1079,txu,Txu
1079,txu,Txu
1079,txu,Txu
1079,enbridge,Enbridge
1079,txu,Txu
1079,enbridge,Enbridge
1080,xls,Xls
1080,xls,Xls
1081,teco,Teco
1081,enron,Enron
1082,enron,Enron
1082,teco,Teco
1082,dbnd,Dbnd
1082,teco,Teco
1082,teco,Teco
1085,enron capital & trade resources corp .,Enron Capital & Trade Resources Corp
1085,txu,Txu
1085,txu,Txu
1085,txu,Txu
1085,enron,Enron
1085,enron,Enron
1085,enron,Enron
1085,enron,Enron
1085,enron,Enron
1085,enron,Enron
1085,enron,Enron
1085,enron,Enron
1085,enron,Enron
1085,nom mcf mmbtu,Nom Mcf Mmbtu
1088,enron,Enron
1088,enron,Enron
1088,yahoo,Yahoo
1089,"josey ranch nom
- - - - - - - - - - - - - - - - - - - - - - forwarded",Josey Ranch Nom - - - - - - - - - - - - - - - - - - - - - - Forwarded
1089,josey ranch nom,Josey Ranch Nom
1089,hpl,Hpl
1089,"tx 77056
voice mail",Tx 77056 Voice Mail
1090,noms,Noms
1090,enron,Enron
1090,enron,Enron
1090,noms,Noms
1090,xls,Xls
1090,xls,Xls
1090,xls,Xls
1092,huish detergents inc .,Huish Detergents Inc
1093,enron,Enron
1093,enron,Enron
1093,aol,Aol
1093,aol,Aol
1093,enron,Enron
1093,aol,Aol
1093,choate,Choate
1093,enron,Enron
1094,enron,Enron
1094,enron north america corp .,Enron North America Corp
1094,enron,Enron
1094,hanks / hou,Hanks Hou
1094,enron,Enron
1098,xls,Xls
1098,xls,Xls
1100,enron,Enron
1100,ibm,Ibm
1100,bank america ',Bank America
1100,mastercard international,Mastercard International
1100,enron,Enron
1100,enron,Enron
1100,ees,Ees
1100,ees,Ees
1100,enron corp .,Enron Corp
1100,enron corp .,Enron Corp
1100,ees,Ees
1100,enron,Enron
1100,enron,Enron
1104,nng,Nng
1104,"oplc
daren",Oplc Daren
1105,enron,Enron
1105,enron,Enron
1105,enron,Enron
1105,mcloughlin / corp / enron,Mcloughlin Corp Enron
1105,enron,Enron
1105,ena,Ena
1105,ena,Ena
1105,ena,Ena
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1106,mobil,Mobil
1107,xls,Xls
1107,xls,Xls
1108,teco,Teco
1108,enron,Enron
1109,"josey ranch nom
- - - - - - - - - - - - - - - - - - - - - - forwarded",Josey Ranch Nom - - - - - - - - - - - - - - - - - - - - - - Forwarded
1109,"knox
westmoreland",Knox Westmoreland
1109,josey ranch nom,Josey Ranch Nom
1109,hpl,Hpl
1109,texaco,Texaco
1109,kcs,Kcs
1109,"tx 77056
voice mail",Tx 77056 Voice Mail
1110,enron north america corp .,Enron North America Corp
1110,smith street,Smith Street
1110,tx 77002,Tx 77002
1110,enron,Enron
1112,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1112,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1112,enron,Enron
1112,hpl - jan,Hpl - Jan
1112,xls,Xls
1112,xls,Xls
1113,enron,Enron
1113,valero,Valero
1113,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1113,hanks / hou,Hanks Hou
1113,enron,Enron
1113,txu,Txu
1113,enron,Enron
1113,hanks @ enron,Hanks Enron
1113,enron,Enron
1113,enron,Enron
1113,enron,Enron
1113,enron / hpl actuals,Enron Hpl Actuals
1113,teco,Teco
1113,enron,Enron
1114,enron,Enron
1119,enron,Enron
1119,enron,Enron
1119,enron,Enron
1119,noms,Noms
1120,xls,Xls
1120,xls,Xls
1121,"el paso
energy corporation",El Paso Energy Corp
1121,xls,Xls
1123,enron,Enron
1123,aucoin / hou,Aucoin Hou
1123,parks / corp / enron,Parks Corp Enron
1123,enron,Enron
1123,bruce sukaly / corp / enron,Bruce Sukaly Corp Enron
1123,"teco energy , inc .",Teco Energy Inc
1123,doc,Doc
1125,xls,Xls
1125,xls,Xls
1126,kenneth seaman 02 / 07 / 2000 10,Kenneth Seaman 02 07 2000 10
1128,enron,Enron
1128,enron,Enron
1129,noms,Noms
1129,lauri,Lauri
1129,allen / hou,Allen Hou
1129,enron,Enron
1129,clem cernosek / hou,Clem Cernosek Hou
1129,noms,Noms
1129,clem cernosek,Clem Cernosek
1129,noms,Noms
1129,"allen
02 / 04 / 2000 01",Allen 02 04 2000 01
1129,enron,Enron
1129,tesoro,Tesoro
1133,mobil beaumont - marol,Mobil Beaumont - Marol
1133,mobil,Mobil
1135,daren - pat,Daren - Pat
1136,ena,Ena
1136,ena,Ena
1137,xls,Xls
1137,xls,Xls
1138,valero,Valero
1138,xls,Xls
1138,xls,Xls
1139,daren,Daren
1139,"costilla
energy and",Costilla Energy And
1140,redeliveries,Redeliveries
1142,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1142,enron,Enron
1142,enron,Enron
1142,xls,Xls
1142,xls,Xls
1143,texaco,Texaco
1143,knox westmoreland,Knox Westmoreland
1143,texaco,Texaco
1143,kcs,Kcs
1143,kcs,Kcs
1143,"kcs energy , inc .",Kcs Energy Inc
1143,"tx 77056
voice",Tx 77056 Voice
1144,xls,Xls
1144,xls,Xls
1146,edward d gottlob / hou,Edward D Gottlob Hou
1146,hpl & cig,Hpl & Cig
1146,"el paso
energy corporation",El Paso Energy Corp
1150,enron,Enron
1150,xls,Xls
1151,doc,Doc
1152,megan parker / corp / enron,Megan Parker Corp Enron
1152,thu t nguyen / hou,Thu T Nguyen Hou
1152,enron,Enron
1152,rosa brown / corp / enron,Rosa Brown Corp Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,joanie h ngo / hou,Joanie H Ngo Hou
1152,katherine herrera / corp / enron,Katherine Herrera Corp Enron
1152,enron,Enron
1152,paul couvillon / corp / enron,Paul Couvillon Corp Enron
1152,enron,Enron
1152,megan parker / corp / enron,Megan Parker Corp Enron
1152,enron,Enron
1152,enron,Enron
1152,thomas / enron,Thomas Enron
1152,tess ray / enron,Tess Ray Enron
1152,enron,Enron
1152,mary comello / corp / enron,Mary Comello Corp Enron
1152,thu t nguyen / hou,Thu T Nguyen Hou
1152,enron,Enron
1152,rosa brown / corp / enron,Rosa Brown Corp Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,enron,Enron
1152,joanie h ngo / hou,Joanie H Ngo Hou
1152,katherine herrera / corp / enron,Katherine Herrera Corp Enron
1152,enron,Enron
1152,paul couvillon / corp / enron,Paul Couvillon Corp Enron
1152,enron,Enron
1152,megan parker / corp / enron,Megan Parker Corp Enron
1152,enron,Enron
1152,enron,Enron
1152,thomas / enron,Thomas Enron
1152,tess ray / enron,Tess Ray Enron
1152,enron,Enron
1153,xls,Xls
1153,xls,Xls
1155,wc 551,Wc 551
1155,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1155,wc 551,Wc 551
1155,wc 551,Wc 551
1155,xls,Xls
1157,enron capital & trade resources corp .,Enron Capital & Trade Resources Corp
1157,xls,Xls
1163,enron,Enron
1163,enron,Enron
1163,newpower ,Newpower
1163,enron,Enron
1163,enron,Enron
1163,enron,Enron
1165,enron,Enron
1165,enron,Enron
1165,noms,Noms
1165,"lst
nom mcf mmbtu
47 ,",Lst Nom Mcf Mmbtu 47
1167,xls,Xls
1167,xls,Xls
1168,xls,Xls
1168,xls,Xls
1169,"sitara # 283939
daren",Sitara 283939 Daren
1169,sitara # 283939,Sitara 283939
1170,redeliveries,Redeliveries
1172,exxon,Exxon
1172,the texas gulf coast,The Texas Gulf Coast
1173,teco,Teco
1173,enron,Enron
1178,prudential,Prudential
1182,doc,Doc
1186,enron,Enron
1186,enron,Enron
1186,noms,Noms
1188,enron,Enron
1188,isdn,Isdn
1188,enron building -,Enron Building -
1188,ena,Ena
1188,sitara group,Sitara Group
1190,teco,Teco
1191,xls,Xls
1191,xls,Xls
1192,cyclops,Cyclops
1192,ybor - 1,Ybor - 1
1192,teco,Teco
1192,lotus,Lotus
1192,doc,Doc
1192,doc,Doc
1193,tenaska,Tenaska
1193,rich hill,Rich Hill
1193,enron,Enron
1193,tenaska,Tenaska
1194,ninfa ' s,Ninfa S
1195,"mobil - beaumont - fyi
fyi - i '",Mobil - Beaumont - Fyi Fyi - I
1195,mobil,Mobil
1195,meter 1040,Meter 1040
1197,scott mills,Scott Mills
1197,ena,Ena
1197,"praxair , inc .",Praxair Inc
1197,corpus christi,Corpus Christi
1197,"southern union company
d & h gas company , inc",Southern Union Company D & H Gas Company Inc
1197,txu,Txu
1197,brenda herod &,Brenda Herod &
1197,"ena &
hplc",Ena & Hplc
1197,ena,Ena
1197,ena,Ena
1197,ena,Ena
1197,ena sells,Ena Sells
1198,enron,Enron
1198,enron,Enron
1198,zajac / hou,Zajac Hou
1198,fl,Fl
1198,xls,Xls
1199,enron,Enron
1203,kingwood cove golf,Kingwood Cove Golf
1203,sr / jr rates,Sr Jr Rates
1203,sr / jr rates,Sr Jr Rates
1203,cove golf association,Cove Golf Association
1204,howard,Howard
1204,howard,Howard
1204,luong / hou,Luong Hou
1206,vance l taylor / enron,Vance L Taylor Enron
1207,jaquet,Jaquet
1207,superty,Superty
1207,warner,Warner
1207,rao,Rao
1209,enron,Enron
1209,hl & p,Hl & P
1209,hl & p,Hl & P
1212,hanks / hou,Hanks Hou
1212,enron,Enron
1213,enron,Enron
1213,enron,Enron
1213,enron,Enron
1213,vance l taylor / hou,Vance L Taylor Hou
1213,"donald
mary poorman @ enron",Donald Mary Poorman Enron
1213,enron,Enron
1213,enron,Enron
1214,txu,Txu
1214,tenaska,Tenaska
1214,tenaska,Tenaska
1214,txu,Txu
1214,txu,Txu
1215,xls,Xls
1215,xls,Xls
1216,p / l,P L
1216,katherine l kelly / hou,Katherine L Kelly Hou
1216,p / l,P L
1216,p / l,P L
1219,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1219,wc 551,Wc 551
1219,doc,Doc
1221,fred & stephanie - meter 6757,Fred & Stephanie - Meter 6757
1221,duke,Duke
1221,enron,Enron
1221,enron,Enron
1221,"connor - counterparty duke energy & trading
month",Connor - Counterparty Duke Energy & Trading Month
1221,ena,Ena
1221,duke energy & trading,Duke Energy & Trading
1221,duke,Duke
1221,duke,Duke
1222,ews,Ews
1222,franklin,Franklin
1222,calger,Calger
1222,ews,Ews
1222,west power origination - portland,West Power Origination - Portland
1222,ews,Ews
1222,"treasury & funding - houston
timothy j .",Treasury & Funding - Houston Timothy J
1222,ews,Ews
1222,ews,Ews
1222,garland,Garland
1222,milnthorp,Milnthorp
1222,ews,Ews
1222,canada origination & trading - calgary,Canada Origination & Trading - Calgary
1222,ews,Ews
1222,ees mmc management,Ees Mmc Management
1222,labor ,Labor
1222,"houston
niamh clarke",Houston Niamh Clarke
1222,egm,Egm
1222,ews,Ews
1222,ews,Ews
1222,ews,Ews
1222,"houston
paul devries",Houston Paul Devries
1222,ews,Ews
1222," ) toronto
christopher h .",Toronto Christopher H
1222,ews,Ews
1222,"houston
troy",Houston Troy
1222,ews,Ews
1222,"houston
james w",Houston James W
1222,ees underwriting ,Ees Underwriting
1222,egm,Egm
1222,ews,Ews
1222,egm,Egm
1222,ews,Ews
1222,american coal ,American Coal
1222,ews,Ews
1222,central america origination ,Central America Origination
1222,lloyd d,Lloyd D
1222,miller,Miller
1222,ews,Ews
1222,miller,Miller
1222,"houston
marcello romano",Houston Marcello Romano
1222,samuels,Samuels
1222,enw,Enw
1222,ews,Ews
1222,egm,Egm
1222,ews,Ews
1222,edward s,Edward S
1222,smida,Smida
1222,egm,Egm
1222,ews,Ews
1222,barry l .,Barry L
1222,ews,Ews
1222,vickers,Vickers
1222,ena,Ena
1222,ews,Ews
1222,amit walia,Amit Walia
1222,ews,Ews
1222,ews,Ews
1222,denne,Denne
1222,ews,Ews
1222,ees marketing ,Ees Marketing
1222,government & regulatory affairs,Government & Regulatory Affairs
1222, ) dublin,Dublin
1222,ena,Ena
1222,ews,Ews
1222,canada accounting ,Canada Accounting
1222,sherman,Sherman
1222,ena,Ena
1222,ews,Ews
1222,gregory w,Gregory W
1222,ees financial planning & reporting,Ees Financial Planning & Reporting
1222,calme international public relations,Calme International Public Relations
1222,ews,Ews
1222,"houston
mark evans",Houston Mark Evans
1222,enw,Enw
1222,ews,Ews
1222,tax ,Tax
1222,ews,Ews
1222,ews,Ews
1222,"houston
travis",Houston Travis
1222,ews,Ews
1222,sager,Sager
1222,ews,Ews
1222,ews,Ews
1222,litigation ,Litigation
1222,schwartzenburg,Schwartzenburg
1222,ees legal ,Ees Legal
1222,webb,Webb
1222,enw,Enw
1222,ews,Ews
1222,ets quality management,Ets Quality Management
1222,ets engineering & construction ,Ets Engineering & Construction
1224,hl & p,Hl & P
1224,paul couvillon / corp / enron,Paul Couvillon Corp Enron
1224,enron,Enron
1224,enron,Enron
1224,paul couvillon / corp / enron,Paul Couvillon Corp Enron
1224,enron,Enron
1224,enron,Enron
1224,joanie h ngo / hou,Joanie H Ngo Hou
1224,enron,Enron
1227,dawes,Dawes
1227,dhont,Dhont
1227,jacobs,Jacobs
1227,machleit,Machleit
1227,mcclure,Mcclure
1227,staab,Staab
1227,"sullivan , patti",Sullivan Patti
1227,superty,Superty
1227,martinez,Martinez
1227,warner,Warner
1227,ena,Ena
1227,shahnaz,Shahnaz
1227,mcclure,Mcclure
1227,martinez,Martinez
1227,warner,Warner
1233,mcloughlin / corp / enron,Mcloughlin Corp Enron
1233,enron,Enron
1235,enron,Enron
1235,enron,Enron
1237,aol,Aol
1237,aol,Aol
1237,yahoo,Yahoo
1237,"hill & wilkinson , ltd .",Hill & Wilkinson Ltd
1237,tx,Tx
1237,hill - wilkinson,Hill - Wilkinson
1237,doc,Doc
1238,enron,Enron
1239,enron,Enron
1239,hanks / hou,Hanks Hou
1239,enron north america corp .,Enron North America Corp
1239,enron,Enron
1239,hanks / hou,Hanks Hou
1239,enron,Enron
1241,enron,Enron
1242,howard,Howard
1242,enron,Enron
1242,enron,Enron
1242,stella l morris / hou,Stella L Morris Hou
1242,"clem
cernosek / hou",Clem Cernosek Hou
1242,karen lindley / corp / enron,Karen Lindley Corp Enron
1242,enron,Enron
1242,exxon,Exxon
1242,ena,Ena
1242,meter 74 - transco,Meter 74 - Transco
1242,hpl ',Hpl
1242,east texas,East Texas
1242,pennzoil,Pennzoil
1243,paul couvillon / corp / enron,Paul Couvillon Corp Enron
1243,enron,Enron
1243,enron,Enron
1243,joanie h ngo / hou,Joanie H Ngo Hou
1243,enron,Enron
1246,ena,Ena
1247,"counterparty - gsf
energy , llc .",Counterparty - Gsf Energy Llc
1249,enron,Enron
1250,opm,Opm
1251,teco polk co .,Teco Polk Co
1251,ena,Ena
1252,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1252,enron,Enron
1252,enron,Enron
1252,noms,Noms
1252,xls,Xls
1252,xls,Xls
1254,lauri,Lauri
1254,allen / hou,Allen Hou
1254,lauri,Lauri
1254,allen / hou,Allen Hou
1254,enron,Enron
1254,enron,Enron
1254,"rodney
rogers / gco / enron @ enron",Rodney Rogers Gco Enron Enron
1254,"fld
985982",Fld 985982
1254,hughes & hughes,Hughes & Hughes
1255,ocean energy inc .,Ocean Energy Inc
1256,el paso,El Paso
1257,abacus technologies,Abacus Technologies
1257,tx 77388 - 5746,Tx 77388 - 5746
1257,abacustech,Abacustech
1258,iferc & sds noms,Iferc & Sds Noms
1258,txu,Txu
1258,txu,Txu
1258,txu,Txu
1258,xls,Xls
1258,xls,Xls
1258,xls,Xls
1259,xls,Xls
1259,xls,Xls
1261,xls,Xls
1261,xls,Xls
1263,teco,Teco
1263,enron,Enron
1266,rohm & haas,Rohm & Haas
1268,eog resources,Eog Resources
1268,"comstock oil & gas , inc .",Comstock Oil & Gas Inc
1268,kerr - mcgee oil & gas onshore l,Kerr - Mcgee Oil & Gas Onshore L
1268,kerr - mcgee ',Kerr - Mcgee
1268,kerr - mcgee ',Kerr - Mcgee
1270,"exxon
daren - the",Exxon Daren - The
1273,vance l taylor / enron,Vance L Taylor Enron
1273,enron,Enron
1273,enron,Enron
1273,enron,Enron
1273,enron,Enron
1273,vance l taylor / enron,Vance L Taylor Enron
1273,enron,Enron
1273,enron,Enron
1273,enron,Enron
1273,enron,Enron
1273,vance l taylor / enron,Vance L Taylor Enron
1273,joa,Joa
1273,walter oil & gas,Walter Oil & Gas
1273,vance l taylor / enron,Vance L Taylor Enron
1273,whiting petroleum corp 6523,Whiting Petroleum Corp 6523
1273,el paso merchant energy,El Paso Merchant Energy
1273,el paso merchant energy,El Paso Merchant Energy
1273,duke energy trading &,Duke Energy Trading &
1273,hess energy svcs,Hess Energy Svcs
1273,"crosstex energy services , ltd",Crosstex Energy Services Ltd
1274,xls,Xls
1274,xls,Xls
1275,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1275,wallis @,Wallis
1275,enron,Enron
1275,xls,Xls
1275,xls,Xls
1280,"donald
mary poorman @ enron",Donald Mary Poorman Enron
1280,enron,Enron
1280,enron,Enron
1281,superty,Superty
1281,el paso gas transmission,El Paso Gas Transmission
1281,valero,Valero
1281,"sullivan , patti",Sullivan Patti
1281,brandee,Brandee
1281,5 & 6,5 & 6
1282,xls,Xls
1282,xls,Xls
1282,xls,Xls
1283,gmt company inc,Gmt Company Inc
1283,gmt company inc .,Gmt Company Inc
1283,"gmt , inc .",Gmt Inc
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,enron,Enron
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,the houston company ?,The Houston Company
1283,enron,Enron
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,corpus christi,Corpus Christi
1283,"gmt , inc .",Gmt Inc
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,"gmt , inc .",Gmt Inc
1283,enron,Enron
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,enron,Enron
1283,nathan l hlavaty / hou,Nathan L Hlavaty Hou
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,enron,Enron
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1283,"gmt , inc .",Gmt Inc
1283,tillison,Tillison
1284,mobil,Mobil
1290,enron,Enron
1290,enron,Enron
1290,noms,Noms
1291,enron methanol,Enron Methanol
1291,morgan ' s,Morgan S
1292,d & h,D & H
1292,aep,Aep
1292,enron,Enron
1292,aep,Aep
1292,enron,Enron
1292,enron,Enron
1292,enron,Enron
1292,ena,Ena
1292,d & h,D & H
1292,"pcx
- pico 0491",Pcx - Pico 0491
1292,pcx,Pcx
1294,xls,Xls
1294,xls,Xls
1295,enron,Enron
1300,texas 77002,Texas 77002
1300,"doc
- calpine",Doc - Calpine
1300,doc,Doc
1305,enron,Enron
1305,ena,Ena
1305,noms,Noms
1306,yahoo,Yahoo
1308,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1308,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1308,enron,Enron
1308,hpl - feb,Hpl - Feb
1308,xls,Xls
1308,xls,Xls
1311,enron north america corp .,Enron North America Corp
1311,eog resources,Eog Resources
1311,"comstock oil & gas , inc .",Comstock Oil & Gas Inc
1311,kerr - mcgee oil & gas onshore l,Kerr - Mcgee Oil & Gas Onshore L
1311,kerr - mcgee ',Kerr - Mcgee
1311,kerr - mcgee ',Kerr - Mcgee
1312,tina valadez,Tina Valadez
1317,karen lindley / corp / enron,Karen Lindley Corp Enron
1317,enron,Enron
1318,texas 77002,Texas 77002
1318,doc,Doc
1322,central power &,Central Power &
1322,central power &,Central Power &
1322,enron,Enron
1322,enron,Enron
1322,central power &,Central Power &
1322,cp & l on feb .,Cp & L On Feb
1322,cp & l shows,Cp & L Shows
1322,enron,Enron
1322,central power &,Central Power &
1322,cp & l,Cp & L
1325,enron,Enron
1325,hanks @ enron,Hanks Enron
1325,enron,Enron
1325,enron,Enron
1325,enron,Enron
1325,enron / hpl actuals for,Enron Hpl Actuals For
1325,teco,Teco
1326,enron north america,Enron North America
1327,nahou - scada 2,Nahou - Scada 2
1327,nahou - scada 2,Nahou - Scada 2
1329,brenda,Brenda
1330,txu,Txu
1330,txu,Txu
1330,txu,Txu
1333,"doc
- calpine",Doc - Calpine
1333,doc,Doc
1334,enron,Enron
1334,enron,Enron
1334,enron,Enron
1334,enron,Enron
1338,midcoast,Midcoast
1340,teco,Teco
1342,hpl / katy 4,Hpl Katy 4
1343,payne - ballard,Payne - Ballard
1345,xls,Xls
1345,xls,Xls
1346,enron capital & trade resources corp .,Enron Capital & Trade Resources Corp
1346,xls,Xls
1348,lst,Lst
1349,astra power llc,Astra Power Llc
1349,"adtra resources , inc",Adtra Resources Inc
1349,astra power llc,Astra Power Llc
1350,el paso,El Paso
1350,katherine herrera / corp / enron,Katherine Herrera Corp Enron
1350,katherine herrera / corp / enron,Katherine Herrera Corp Enron
1350,enron,Enron
1350,enron,Enron
1350,megan parker / corp / enron,Megan Parker Corp Enron
1350,megan parker / corp / enron,Megan Parker Corp Enron
1350,enron,Enron
1350,teco,Teco
1350,enron,Enron
1350,teco,Teco
1354,noms,Noms
1355,eol,Eol
1355,"dave
enron north america corp .",Dave Enron North America Corp
1355,enron,Enron
1355,killen / hou,Killen Hou
1356,xls,Xls
1356,xls,Xls
1357,american express financial advisors,American Express Financial Advisors
1357,tx,Tx
1357,cfp,Cfp
1357,tx 77380,Tx 77380
1358,asst,Asst
1360,"shell deer park
- - - - - - - - - - - - - - - - - - - - - - forwarded",Shell Deer Park - - - - - - - - - - - - - - - - - - - - - - Forwarded
1360,lilly,Lilly
1360,enron,Enron
1360,enron,Enron
1360,"shell deer park
gary",Shell Deer Park Gary
1360,energy & utilities,Energy & Utilities
1361,noms,Noms
1363,reuters,Reuters
1363,reuters,Reuters
1363,reuters,Reuters
1363,reuters,Reuters
1363,reuters,Reuters
1363,enron,Enron
1363,reuters,Reuters
1363,reuters,Reuters
1365,enron,Enron
1365,enron,Enron
1365,noms,Noms
1365,lst,Lst
1366,mobil,Mobil
1366,mobil beaumont,Mobil Beaumont
1366,cass / gcs / cec,Cass Gcs Cec
1366,speckels,Speckels
1366,enron,Enron
1366,neuweiler,Neuweiler
1366,enron,Enron
1366,enron,Enron
1366,redeliveries,Redeliveries
1368,xls,Xls
1368,xls,Xls
1370,lone star,Lone Star
1371,lauri,Lauri
1371,mips,Mips
1371,romeo d ' souza,Romeo D Souza
1371,mips,Mips
1371,mips,Mips
1371,"charlotte
lauri",Charlotte Lauri
1371,enron,Enron
1371,"charlotte
hawkins",Charlotte Hawkins
1371,enron,Enron
1371,hanks / hou,Hanks Hou
1371,valero texoma,Valero Texoma
1371,the p & l,The P & L
1371,the p & l,The P & L
1373,ami chokshi / corp / enron,Ami Chokshi Corp Enron
1373,enron,Enron
1373,enron north america corp .,Enron North America Corp
1374,texaco,Texaco
1374,texaco,Texaco
1374,kcs,Kcs
1374,kcs,Kcs
1374,"kcs energy , inc .",Kcs Energy Inc
1374,"tx 77056
voice",Tx 77056 Voice
1375,"dale
enron capital & trade resources corp .",Dale Enron Capital & Trade Resources Corp
1376,"exxon company , usa",Exxon Company Usa
1376,sitara &,Sitara &
1376,exxon,Exxon
1376,"exxon company ,",Exxon Company
1376,houston pipe line,Houston Pipe Line
1376,emv,Emv
1377,enron,Enron
1379,hpl ' s,Hpl S
1379,clem cernosek,Clem Cernosek
1380,oakville & moore,Oakville & Moore
1381,enron,Enron
